t,x,w
5/2/12 16:46,0,1
5/2/12 16:47,0,1
5/2/12 16:48,0,1
5/2/12 16:49,0,1
5/2/12 16:50,0,1
5/2/12 16:51,58,1
5/2/12 16:52,24,1
5/2/12 16:53,163,1
5/2/12 16:54,192,1
5/2/12 16:55,23,1
5/2/12 16:56,112,1
5/2/12 16:57,7,1
5/2/12 16:58,0,1
5/2/12 16:59,4,1
5/2/12 17:00,3,1
5/2/12 17:01,15,1
5/2/12 17:02,0,1
5/2/12 17:03,6,1
5/2/12 17:04,8,1
5/2/12 17:05,0,1
5/2/12 17:06,2,1
5/2/12 17:07,0,1
5/2/12 17:08,8,1
5/2/12 17:09,0,1
5/2/12 17:10,0,1
5/2/12 17:11,0,1
5/2/12 17:12,0,1
5/2/12 17:13,113,1
5/2/12 17:14,0,1
5/2/12 17:15,8,1
5/2/12 17:16,0,1
5/2/12 17:17,0,1
5/2/12 17:18,0,1
5/2/12 17:19,0,1
5/2/12 17:20,5,1
5/2/12 17:21,2,1
5/2/12 17:22,1,1
5/2/12 17:23,3,1
5/2/12 17:24,0,1
5/2/12 17:25,5,1
5/2/12 17:26,0,1
5/2/12 17:27,0,1
5/2/12 17:28,1,1
5/2/12 17:29,0,1
5/2/12 17:30,0,1
5/2/12 17:31,99,1
5/2/12 17:32,0,1
5/2/12 17:33,0,1
5/2/12 17:34,8,1
5/2/12 17:35,16,1
5/2/12 17:36,13,1
5/2/12 17:37,5,1
5/2/12 17:38,2,1
5/2/12 17:39,31,1
5/2/12 17:40,56,1
5/2/12 17:41,2,1
5/2/12 17:42,5,1
5/2/12 17:43,18,1
5/2/12 17:44,0,1
5/2/12 17:45,0,1
5/2/12 17:46,2,1
5/2/12 17:47,0,1
5/2/12 17:48,5,1
5/2/12 17:49,88,1
5/2/12 17:50,0,1
5/2/12 17:51,0,1
5/2/12 17:52,0,1
5/2/12 17:53,26,1
5/2/12 17:54,42,1
5/2/12 17:55,9,1
5/2/12 17:56,0,1
5/2/12 17:57,14,1
5/2/12 17:58,5,1
5/2/12 17:59,0,1
5/2/12 18:00,398,1
5/2/12 18:01,53,1
5/2/12 18:02,0,1
5/2/12 18:03,126,1
5/2/12 18:04,51,1
5/2/12 18:05,0,1
5/2/12 18:06,0,1
5/2/12 18:07,0,1
5/2/12 18:08,1,1
5/2/12 18:09,136,1
5/2/12 18:10,24,1
5/2/12 18:11,41,1
5/2/12 18:12,0,1
5/2/12 18:13,23,1
5/2/12 18:14,89,1
5/2/12 18:15,56,1
5/2/12 18:16,15,1
5/2/12 18:17,120,1
5/2/12 18:18,0,1
5/2/12 18:19,0,1
5/2/12 18:20,3,1
5/2/12 18:21,0,1
5/2/12 18:22,0,1
5/2/12 18:23,3,1
5/2/12 18:24,0,1
5/2/12 18:25,0,1
5/2/12 18:26,0,1
5/2/12 18:27,7,1
5/2/12 18:28,0,1
5/2/12 18:29,83,1
5/2/12 18:30,28,1
5/2/12 18:31,111,1
5/2/12 18:32,116,1
5/2/12 18:33,0,1
5/2/12 18:34,0,1
5/2/12 18:35,0,1
5/2/12 18:36,3,1
5/2/12 18:37,0,1
5/2/12 18:38,0,1
5/2/12 18:39,0,1
5/2/12 18:40,0,1
5/2/12 18:41,0,1
5/2/12 18:42,0,1
5/2/12 18:43,0,1
5/2/12 18:44,0,1
5/2/12 18:45,0,1
5/2/12 18:46,0,1
5/2/12 18:47,1,1
5/2/12 18:48,0,1
5/2/12 18:49,0,1
5/2/12 18:50,0,1
5/2/12 18:51,143,1
5/2/12 18:52,18,1
5/2/12 18:53,201,1
5/2/12 18:54,0,1
5/2/12 18:55,0,1
5/2/12 18:56,3,1
5/2/12 18:57,0,1
5/2/12 18:58,19,1
5/2/12 18:59,10,1
5/2/12 19:00,44,1
5/2/12 19:01,10,1
5/2/12 19:02,21,1
5/2/12 19:03,0,1
5/2/12 19:04,0,1
5/2/12 19:05,7,1
5/2/12 19:06,5,1
5/2/12 19:07,4,1
5/2/12 19:08,0,1
5/2/12 19:09,34,1
5/2/12 19:10,0,1
5/2/12 19:11,1,1
5/2/12 19:12,0,1
5/2/12 19:13,0,1
5/2/12 19:14,4,1
5/2/12 19:15,6,1
5/2/12 19:16,31,1
5/2/12 19:17,142,1
5/2/12 19:18,10,1
5/2/12 19:19,1,1
5/2/12 19:20,62,1
5/2/12 19:21,55,1
5/2/12 19:22,9,1
5/2/12 19:23,0,1
5/2/12 19:24,3,1
5/2/12 19:25,0,1
5/2/12 19:26,0,1
5/2/12 19:27,0,1
5/2/12 19:28,3,1
5/2/12 19:29,0,1
5/2/12 19:30,4,1
5/2/12 19:31,0,1
5/2/12 19:32,3,1
5/2/12 19:33,0,1
5/2/12 19:34,85,1
5/2/12 19:35,77,1
5/2/12 19:36,2,1
5/2/12 19:37,14,1
5/2/12 19:38,0,1
5/2/12 19:39,4,1
5/2/12 19:40,0,1
5/2/12 19:41,0,1
5/2/12 19:42,5,1
5/2/12 19:43,0,1
5/2/12 19:44,0,1
5/2/12 19:45,0,1
5/2/12 19:46,0,1
5/2/12 19:47,0,1
5/2/12 19:48,0,1
5/2/12 19:49,3,1
5/2/12 19:50,0,1
5/2/12 19:51,0,1
5/2/12 19:52,0,1
5/2/12 19:53,2,1
5/2/12 19:54,2,1
5/2/12 19:55,1,1
5/2/12 19:56,0,1
5/2/12 19:57,0,1
5/2/12 19:58,26,1
5/2/12 19:59,0,1
5/2/12 20:00,174,1
5/2/12 20:01,179,1
5/2/12 20:02,200,1
5/2/12 20:03,758,1
5/2/12 20:04,47,1
5/2/12 20:05,43,1
5/2/12 20:06,512,1
5/2/12 20:07,608,1
5/2/12 20:08,75,1
5/2/12 20:09,698,1
5/2/12 20:10,156,1
5/2/12 20:11,298,1
5/2/12 20:12,121,1
5/2/12 20:13,6,1
5/2/12 20:14,0,1
5/2/12 20:15,0,1
5/2/12 20:16,0,1
5/2/12 20:17,0,1
5/2/12 20:18,6,1
5/2/12 20:19,5,1
5/2/12 20:20,0,1
5/2/12 20:21,0,1
5/2/12 20:22,0,1
5/2/12 20:23,0,1
5/2/12 20:24,0,1
5/2/12 20:25,0,1
5/2/12 20:26,3,1
5/2/12 20:27,9,1
5/2/12 20:28,20,1
5/2/12 20:29,11,1
5/2/12 20:30,0,1
5/2/12 20:31,0,1
5/2/12 20:32,1,1
5/2/12 20:33,0,1
5/2/12 20:34,0,1
5/2/12 20:35,2,1
5/2/12 20:36,22,1
5/2/12 20:37,0,1
5/2/12 20:38,0,1
5/2/12 20:39,6,1
5/2/12 20:40,0,1
5/2/12 20:41,0,1
5/2/12 20:42,0,1
5/2/12 20:43,0,1
5/2/12 20:44,0,1
5/2/12 20:45,0,1
5/2/12 20:46,0,1
5/2/12 20:47,0,1
5/2/12 20:48,0,1
5/2/12 20:49,0,1
5/2/12 20:50,0,1
5/2/12 20:51,0,1
5/2/12 20:52,0,1
5/2/12 20:53,0,1
5/2/12 20:54,7,1
5/2/12 20:55,8,1
5/2/12 20:56,0,1
5/2/12 20:57,0,1
5/2/12 20:58,0,1
5/2/12 20:59,0,1
5/2/12 21:00,0,1
5/2/12 21:01,0,1
5/2/12 21:02,3,1
5/2/12 21:03,31,1
5/2/12 21:04,30,1
5/2/12 21:05,0,1
5/2/12 21:06,18,1
5/2/12 21:07,0,1
5/2/12 21:08,2,1
5/2/12 21:09,0,1
5/2/12 21:10,0,1
5/2/12 21:11,0,1
5/2/12 21:12,0,1
5/2/12 21:13,10,1
5/2/12 21:14,0,1
5/2/12 21:15,17,1
5/2/12 21:16,17,1
5/2/12 21:17,9,1
5/2/12 21:18,2,1
5/2/12 21:19,0,1
5/2/12 21:20,19,1
5/2/12 21:21,2,1
5/2/12 21:22,3,1
5/2/12 21:23,16,1
5/2/12 21:24,2,1
5/2/12 21:25,13,1
5/2/12 21:26,200,1
5/2/12 21:27,107,1
5/2/12 21:28,235,1
5/2/12 21:29,42,1
5/2/12 21:30,91,1
5/2/12 21:31,8,1
5/2/12 21:32,266,1
5/2/12 21:33,138,1
5/2/12 21:34,17,1
5/2/12 21:35,37,1
5/2/12 21:36,30,1
5/2/12 21:37,13,1
5/2/12 21:38,0,1
5/2/12 21:39,14,1
5/2/12 21:40,0,1
5/2/12 21:41,0,1
5/2/12 21:42,0,1
5/2/12 21:43,5,1
5/2/12 21:44,6,1
5/2/12 21:45,0,1
5/2/12 21:46,4,1
5/2/12 21:47,0,1
5/2/12 21:48,0,1
5/2/12 21:49,13,1
5/2/12 21:50,7,1
5/2/12 21:51,8,1
5/2/12 21:52,0,1
5/2/12 21:53,0,1
5/2/12 21:54,6,1
5/2/12 21:55,0,1
5/2/12 21:56,8,1
5/2/12 21:57,25,1
5/2/12 21:58,0,1
5/2/12 21:59,33,1
5/2/12 22:00,13,1
5/2/12 22:01,16,1
5/2/12 22:02,3,1
5/2/12 22:03,21,1
5/2/12 22:04,0,1
5/2/12 22:05,20,1
5/2/12 22:06,20,1
5/2/12 22:07,3,1
5/2/12 22:08,0,1
5/2/12 22:09,4,1
5/2/12 22:10,0,1
5/2/12 22:11,0,1
5/2/12 22:12,4,1
5/2/12 22:13,0,1
5/2/12 22:14,0,1
5/2/12 22:15,0,1
5/2/12 22:16,0,1
5/2/12 22:17,0,1
5/2/12 22:18,0,1
5/2/12 22:19,0,1
5/2/12 22:20,0,1
5/2/12 22:21,0,1
5/2/12 22:22,0,1
5/2/12 22:23,0,1
5/2/12 22:24,0,1
5/2/12 22:25,62,1
5/2/12 22:26,4,1
5/2/12 22:27,0,1
5/2/12 22:28,0,1
5/2/12 22:29,2,1
5/2/12 22:30,81,1
5/2/12 22:31,78,1
5/2/12 22:32,65,1
5/2/12 22:33,42,1
5/2/12 22:34,37,1
5/2/12 22:35,0,1
5/2/12 22:36,20,1
5/2/12 22:37,87,1
5/2/12 22:38,0,1
5/2/12 22:39,0,1
5/2/12 22:40,0,1
5/2/12 22:41,0,1
5/2/12 22:42,0,1
5/2/12 22:43,0,1
5/2/12 22:44,0,1
5/2/12 22:45,0,1
5/2/12 22:46,0,1
5/2/12 22:47,0,1
5/2/12 22:48,0,1
5/2/12 22:49,0,1
5/2/12 22:50,0,1
5/2/12 22:51,0,1
5/2/12 22:52,0,1
5/2/12 22:53,0,1
5/2/12 22:54,0,1
5/2/12 22:55,0,1
5/2/12 22:56,0,1
5/2/12 22:57,0,1
5/2/12 22:58,0,1
5/2/12 22:59,0,0
5/2/12 23:00,0,0
5/2/12 23:01,0,0
5/2/12 23:02,0,0
5/2/12 23:03,0,0
5/2/12 23:04,0,0
5/2/12 23:05,0,0
5/2/12 23:06,0,0
5/2/12 23:07,0,0
5/2/12 23:08,0,0
5/2/12 23:09,0,0
5/2/12 23:10,0,0
5/2/12 23:11,0,0
5/2/12 23:12,0,0
5/2/12 23:13,0,0
5/2/12 23:14,0,0
5/2/12 23:15,0,0
5/2/12 23:16,0,0
5/2/12 23:17,0,0
5/2/12 23:18,0,0
5/2/12 23:19,0,0
5/2/12 23:20,0,0
5/2/12 23:21,0,0
5/2/12 23:22,0,0
5/2/12 23:23,0,0
5/2/12 23:24,0,0
5/2/12 23:25,0,0
5/2/12 23:26,0,0
5/2/12 23:27,0,0
5/2/12 23:28,0,0
5/2/12 23:29,0,0
5/2/12 23:30,0,0
5/2/12 23:31,0,0
5/2/12 23:32,0,0
5/2/12 23:33,0,0
5/2/12 23:34,0,0
5/2/12 23:35,0,0
5/2/12 23:36,0,0
5/2/12 23:37,0,0
5/2/12 23:38,0,0
5/2/12 23:39,0,0
5/2/12 23:40,0,0
5/2/12 23:41,0,0
5/2/12 23:42,0,0
5/2/12 23:43,0,0
5/2/12 23:44,0,0
5/2/12 23:45,0,0
5/2/12 23:46,0,0
5/2/12 23:47,0,0
5/2/12 23:48,0,0
5/2/12 23:49,0,0
5/2/12 23:50,0,0
5/2/12 23:51,0,0
5/2/12 23:52,0,0
5/2/12 23:53,0,0
5/2/12 23:54,0,0
5/2/12 23:55,0,0
5/2/12 23:56,0,0
5/2/12 23:57,0,0
5/2/12 23:58,0,0
5/2/12 23:59,0,0
5/3/12 0:00,0,0
